Epoch, 0, mode, training, loss, 0.2952155443839729, loss std, 0.023035525915320067 
Epoch, 30, mode, testing, loss, 0.034478097269311545, loss std, 0.0077298110548378795 
Epoch, 31, mode, training, loss, 0.035624646733049305, loss std, 0.008188404377969251 
Epoch, 31, mode, testing, loss, 0.034330058749765156, loss std, 0.00775166979508996 
Epoch, 32, mode, training, loss, 0.03547542353626341, loss std, 0.008191860574744423 
Epoch, 32, mode, testing, loss, 0.03406820031814277, loss std, 0.007655864760110962 
Epoch, 33, mode, training, loss, 0.03530720667913556, loss std, 0.008163762197648571 
Epoch, 33, mode, testing, loss, 0.03398218895308673, loss std, 0.00769504629992218 
Epoch, 34, mode, training, loss, 0.03517933848779649, loss std, 0.008176392219790505 
Epoch, 34, mode, testing, loss, 0.03393969247117638, loss std, 0.0077261303058384235 
Epoch, 35, mode, training, loss, 0.03508816494140774, loss std, 0.0082141162433999 
Epoch, 35, mode, testing, loss, 0.03387451409362256, loss std, 0.007727530863937487 
Epoch, 36, mode, training, loss, 0.03495950251817703, loss std, 0.008203886452958432 
Epoch, 36, mode, testing, loss, 0.03364470256492495, loss std, 0.007673357178806426 
Epoch, 37, mode, training, loss, 0.03487874197307974, loss std, 0.00817912070291752 
Epoch, 37, mode, testing, loss, 0.0335439314134419, loss std, 0.007711747153626886 
Epoch, 38, mode, training, loss, 0.03478135918849148, loss std, 0.008167971050804919 
Epoch, 38, mode, testing, loss, 0.03349403664469719, loss std, 0.0076870384712243766 
Epoch, 39, mode, training, loss, 0.034692953201010825, loss std, 0.00816374781251785 
Epoch, 39, mode, testing, loss, 0.03339193551801145, loss std, 0.007691278823796955 
Epoch, 40, mode, training, loss, 0.03460792029509321, loss std, 0.008152363382569411 
Epoch, 40, mode, testing, loss, 0.03327561472542584, loss std, 0.007723742743459015 
Epoch, 41, mode, training, loss, 0.03456299172248691, loss std, 0.008168564830134587 
Epoch, 41, mode, testing, loss, 0.03324649911373854, loss std, 0.007625872094325856 
Epoch, 42, mode, training, loss, 0.03447613005992025, loss std, 0.008171687898028511 
Epoch, 42, mode, testing, loss, 0.033222019532695414, loss std, 0.0076813717307835 
Epoch, 43, mode, training, loss, 0.034432476793881506, loss std, 0.008184323071748698 
Epoch, 43, mode, testing, loss, 0.03313807821832597, loss std, 0.007720902179810404 
Epoch, 44, mode, training, loss, 0.03438234432833269, loss std, 0.00815223897472074 
Epoch, 44, mode, testing, loss, 0.03316925391554833, loss std, 0.0077746184700154845 
Epoch, 45, mode, training, loss, 0.03428098438307643, loss std, 0.008164665317250746 
Epoch, 45, mode, testing, loss, 0.03300568452104926, loss std, 0.007674365562592481 
Epoch, 46, mode, training, loss, 0.03428219313500449, loss std, 0.008188105329686642 
Epoch, 46, mode, testing, loss, 0.032864957209676506, loss std, 0.0076134404015540825 
Epoch, 47, mode, training, loss, 0.03423593527404591, loss std, 0.0081757437296155 
Epoch, 47, mode, testing, loss, 0.03290146696381271, loss std, 0.007667957765686685 
Epoch, 48, mode, training, loss, 0.034137352980906144, loss std, 0.008187703049871892 
Epoch, 48, mode, testing, loss, 0.03285341546870768, loss std, 0.0077378212897147025 
Epoch, 49, mode, training, loss, 0.03410889998776838, loss std, 0.008132922029011143 
Epoch, 49, mode, testing, loss, 0.032810895377770065, loss std, 0.007667406133064891 
